lhs	op	rhs	block	group	label	est	se	z	pvalue	std.lv	std.all	std.nox
credit_dose_c	~~	hgrades_c	1	1		0.0695708263746597	0	NA	NA	0.0695708263746597	0.0392440387187338	0.0695708263746597
credit_dose_c	~~	bparented_c	1	1		0.00216977588821912	0	NA	NA	0.00216977588821912	0.00121847191771516	0.00216977588821912
credit_dose_c	~~	hapcl	1	1		0.0509374673389058	0	NA	NA	0.0509374673389058	0.0654879117125743	0.0509374673389058
credit_dose_c	~~	hprecalc13	1	1		0.00161611459393773	0	NA	NA	0.00161611459393773	0.00191883278193693	0.00161611459393773
credit_dose_c	~~	hchallenge_c	1	1		0.0359374029044327	0	NA	NA	0.0359374029044327	0.0156396932212261	0.0359374029044327
credit_dose_c	~~	cSFcareer_c	1	1		-0.0118587319328955	0	NA	NA	-0.0118587319328955	-0.00797097060803133	-0.0118587319328955
XZ_c	~~	XZ_c	1	1		1.93162611116644	0	NA	NA	1.93162611116644	1	1.93162611116644
XZ_c	~~	cohort	1	1		0.0123756293249718	0	NA	NA	0.0123756293249718	0.0178192792158023	0.0123756293249718
XZ_c	~~	hgrades_c	1	1		0.0940137449247333	0	NA	NA	0.0940137449247333	0.070245887551231	0.0940137449247333
XZ_c	~~	bparented_c	1	1		-0.00149006743179523	0	NA	NA	-0.00149006743179523	-0.00110838231103941	-0.00149006743179523
XZ_c	~~	hapcl	1	1		0.0570904853687558	0	NA	NA	0.0570904853687558	0.0972233424158667	0.0570904853687558
XZ_c	~~	hprecalc13	1	1		0.00822661269592287	0	NA	NA	0.00822661269592287	0.0129380566048978	0.00822661269592287
XZ_c	~~	hchallenge_c	1	1		0.0290926137953132	0	NA	NA	0.0290926137953132	0.0167705498167342	0.0290926137953132
XZ_c	~~	cSFcareer_c	1	1		-0.0134750738105996	0	NA	NA	-0.0134750738105996	-0.0119973996640224	-0.0134750738105996
cohort	~~	cohort	1	1		0.249707307809613	0	NA	NA	0.249707307809613	1	0.249707307809613
cohort	~~	hgrades_c	1	1		-0.00809940751119917	0	NA	NA	-0.00809940751119917	-0.0168317282006794	-0.00809940751119917
cohort	~~	bparented_c	1	1		-0.00823793977554293	0	NA	NA	-0.00823793977554293	-0.0170430839740208	-0.00823793977554293
cohort	~~	hapcl	1	1		-0.00194783257330133	0	NA	NA	-0.00194783257330133	-0.00922580655012455	-0.00194783257330133
cohort	~~	hprecalc13	1	1		-0.00298348009467841	0	NA	NA	-0.00298348009467841	-0.0130501963974182	-0.00298348009467841
cohort	~~	hchallenge_c	1	1		0.01468277494085	0	NA	NA	0.01468277494085	0.0235406585875677	0.01468277494085
cohort	~~	cSFcareer_c	1	1		0.00866300219536719	0	NA	NA	0.00866300219536719	0.0214521243525825	0.00866300219536719
hgrades_c	~~	hgrades_c	1	1		0.927294810949755	0	NA	NA	0.927294810949755	1	0.927294810949755
hgrades_c	~~	bparented_c	1	1		-0.0283352997629755	0	NA	NA	-0.0283352997629755	-0.0304203421242973	-0.0283352997629755
hgrades_c	~~	hapcl	1	1		-0.0152365558684607	0	NA	NA	-0.0152365558684607	-0.037449518620891	-0.0152365558684607
hgrades_c	~~	hprecalc13	1	1		0.00363641671791728	0	NA	NA	0.00363641671791728	0.00825418617159628	0.00363641671791728
hgrades_c	~~	hchallenge_c	1	1		0.0277117413965132	0	NA	NA	0.0277117413965132	0.0230558424527842	0.0277117413965132
hgrades_c	~~	cSFcareer_c	1	1		-0.0288802176894799	0	NA	NA	-0.0288802176894799	-0.0371115467345564	-0.0288802176894799
bparented_c	~~	bparented_c	1	1		0.935641777385841	0	NA	NA	0.935641777385841	1	0.935641777385841
bparented_c	~~	hapcl	1	1		-0.00293070979751018	0	NA	NA	-0.00293070979751018	-0.00717110958959294	-0.00293070979751018
bparented_c	~~	hprecalc13	1	1		0.0168666211093608	0	NA	NA	0.0168666211093608	0.0381138495731132	0.0168666211093608
bparented_c	~~	hchallenge_c	1	1		0.0120495152136859	0	NA	NA	0.0120495152136859	0.00998023723377271	0.0120495152136859
bparented_c	~~	cSFcareer_c	1	1		-0.0216039072453994	0	NA	NA	-0.0216039072453994	-0.0276372615703432	-0.0216039072453994
